sampleId,locality,country,city,collectionDate,lat,long,season,type,continent,set,nFlies,SRA_accession,SRA_experiment,Model,collector,sampleType,year,yday,stationId,dist_km,In(2L)t,In(2R)Ns,In(3L)P,In(3R)C,In(3R)K,In(3R)Mo,In(3R)Payne,status,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,propSimNorm,sex
DK_Kar_16_3,DK_Kar,Denmark,Karensminde Orchard,2016/09/15,55.945128,10.212586,fall,pooled,Europe,DrosEU,40,SRR8494438,SRX5299029,HiSeq X Ten,Mads_Fristrup_Schou,wild,2016,259,DAE00100980,28.1948894483837,0.15,0.08,0,0.01,0,0.01,0,Keep,78,65,27,6046,200,-40,240,87,26,156,3,605,64,34,21,186,106,170,117,-38,-40,-13,29,74,109,128,121,97,61,15,4,28,31,55,95,148,182,200,198,163,116,72,43,47,34,36,36,44,48,61,61,60,62,64,52,0.00384809922748546,male
DK_Kar_16_4,DK_Kar,Denmark,Karensminde Orchard,2016/11/22,55.945128,10.212586,fall,pooled,Europe,DrosEU,40,SRR8494437,SRX5299030,HiSeq X Ten,Mads_Fristrup_Schou,wild,2016,327,DAE00100980,28.1948894483837,0.13,0.07,0,0.01,0,0.01,0,Keep,78,65,27,6046,200,-40,240,87,26,156,3,605,64,34,21,186,106,170,117,-38,-40,-13,29,74,109,128,121,97,61,15,4,28,31,55,95,148,182,200,198,163,116,72,43,47,34,36,36,44,48,61,61,60,62,64,52,0.00377581053663609,male
EA,EA,Ethiopia,Gambella,2011/12,8.25,34.59,NA,inbred_line,Africa,dgn,20,NA,NA,NA,R._Corbett-Detig,NA,2011,NA,ET000063403,104.494982797986,0.03,0.01,0.01,0.02,0,0,0,Keep,275,146,70,1364,390,183,207,264,279,296,264,1145,226,5,80,592,24,98,592,183,201,218,219,203,204,212,204,202,201,192,187,373,381,390,373,345,328,320,319,329,337,330,354,5,9,28,61,136,150,226,209,157,110,44,10,NA,female
EB,EB,Ethiopia,Bonga,2011/12,7.26,36.25,NA,haploid_embryo,Africa,dgn,5,NA,NA,NA,R._Corbett-Detig,NA,2011,NA,ET000063402,78.5316539337695,0,0.01,0.01,0.03,0.15,0,0.01,Keep,185,150,82,678,277,95,182,186,184,195,178,1831,226,43,43,655,176,554,647,95,104,114,121,122,119,117,117,114,106,99,95,271,277,275,273,267,254,238,238,246,259,261,266,43,76,142,186,226,216,213,220,214,143,95,57,NA,female
ED,ED,Ethiopia,Dodola,2008/12,6.98,39.18,NA,haploid_embryo,Africa,dgn,5,NA,NA,NA,J._Pool,NA,2008,NA,ET000063450,231.94622461393,0,0.01,0,0.02,0,0,0,Keep,144,158,80,785,238,41,197,142,136,155,134,836,156,16,64,413,69,211,95,49,58,65,79,80,72,80,78,72,65,46,41,237,229,232,231,238,229,209,209,207,210,220,225,31,36,50,81,51,79,152,156,105,57,22,16,NA,female
EF,EF,Ethiopia,Fiche,2011/12,9.81,38.63,NA,inbred_line,Africa,dgn,63,NA,NA,NA,R._Corbett-Detig,NA,2011,NA,ET000063450,86.9432096548427,0,0.01,0,0.02,0,0,0.01,Keep,119,134,71,1237,216,29,187,112,107,136,106,1212,331,8,104,787,35,219,51,41,49,64,74,62,57,51,53,65,49,35,29,188,193,205,216,198,201,171,162,172,176,175,178,16,38,73,77,69,101,312,331,144,32,11,8,NA,female
EG,EG,Egypt,Cairo,2011/1,30.1,31.32,NA,inbred_line,Africa,dgn,29,NA,NA,NA,R._Corbett-Detig,NA,2011,NA,EGM00062318,178.081211466087,0.46,0.18,0,0.1,0.08,0.39,0.01,Keep,216,136,49,5168,351,77,274,162,277,277,145,21,5,0,94,13,0,0,13,77,82,106,134,168,195,210,212,193,171,137,97,194,211,243,289,328,349,351,349,325,302,257,212,5,3,3,1,1,0,0,0,0,0,3,5,NA,female
ER,ER,Ethiopia,Debre Birhan,2011/12,9.68,39.53,NA,haploid_embryo,Africa,dgn,5,NA,NA,NA,R._Corbett-Detig,NA,2011,NA,ET000063450,111.633065196712,0,0.02,0,0.02,0,0,0.01,Keep,147,126,67,1571,240,53,187,153,126,166,126,945,317,4,117,650,28,162,28,53,71,82,91,103,105,94,109,100,76,71,53,198,201,212,224,240,237,201,207,211,198,195,192,9,21,56,45,44,73,317,229,104,28,15,4,NA,female
ES_Ben_16_32,ES_Ben,Spain,Benalua,2016/10/08,37.353733,-3.167179,fall,pooled,Europe,DrosEU,40,SRR8494475,SRX5298992,HiSeq X Ten,Josefa_Gonzalez_and_IES_Jose_de_Mora,wild,2016,282,SPE00120089,58.105906083059,0.1,0.05,0.04,0.03,0.01,0,0.09,Keep,146,116,37,6411,325,18,307,99,232,233,70,470,60,6,49,167,29,37,162,18,25,48,67,95,137,169,170,142,98,57,30,109,127,152,179,213,277,325,319,274,209,153,113,53,50,60,57,42,15,6,8,23,47,50,59,0.0361316551967509,male
ES_Cor_15_33,ES_Cor,Spain,Cortes de Baza,2015/08/08,37.661547,-2.79631,spring,pooled,Europe,DrosEU,40,SRR8439163,SRX5246545,HiSeq X Ten,Lain_Guio_and_Anna__Ullastres_(Gonzalez_lab),wild,2015,220,SPE00120170,90.0807228425846,0.31,0.01,0.13,0.03,0,0.01,0.04,Keep,147,114,37,6349,321,20,301,100,232,233,71,436,54,7,44,150,34,41,138,20,27,49,68,98,139,173,173,145,100,58,32,111,127,153,179,213,274,321,315,273,209,154,115,45,44,52,54,42,18,7,9,25,46,45,49,0.0399725673060852,male
ES_Gim_14_34,ES_Gim,Spain,Gimenells,2014/10/20,41.6175899,0.6200146,fall,pooled,Europe,DrosEU,40,SRR5647769,SRX2885339,NextSeq 500,Lain_Guio,wild,2014,293,SPE00156468,4.63239494769043,0.17,0.03,0.1,0.1,0,0.01,0.21,Keep,152,115,37,6685,319,15,304,180,83,237,66,420,53,19,29,139,73,99,73,15,19,57,80,116,153,179,178,153,102,54,29,100,132,175,205,247,284,319,313,277,209,145,103,23,19,31,43,53,43,21,35,48,42,31,31,0.180864646255475,male
ES_Gim_14_35,ES_Gim,Spain,Gimenells,2014/08/13,41.6175899,0.6200146,spring,pooled,Europe,DrosEU,40,SRR5647776,SRX2885332,NextSeq 500,Lain_Guio,wild,2014,225,SPE00156468,4.63239494769043,0.33,0.01,0.1,0.1,0,0.02,0.09,Keep,152,115,37,6685,319,15,304,180,83,237,66,420,53,19,29,139,73,99,73,15,19,57,80,116,153,179,178,153,102,54,29,100,132,175,205,247,284,319,313,277,209,145,103,23,19,31,43,53,43,21,35,48,42,31,31,0.213492388602094,male
ES_Gim_15_30,ES_Gim,Spain,Gimenells,2015/06/28,41.656416,0.388472,spring,pooled,Europe,DrosEU,40,SRR8439138,SRX5246570,HiSeq X Ten,Marta_Pascual,wild,2015,179,SPE00156468,4.63239494769043,0.26,0.01,0.08,0.11,0,0.01,0.2,Keep,144,112,37,6469,308,10,298,171,62,227,62,434,55,21,28,142,77,100,77,10,17,50,73,109,145,170,169,145,96,49,24,96,125,166,195,235,273,308,302,265,199,138,103,24,21,33,43,55,44,22,34,49,43,34,32,0.00338186135820545,male
ES_Gim_15_31,ES_Gim,Spain,Gimenells,2015/10/22,41.656416,0.388472,fall,pooled,Europe,DrosEU,40,SRR8439168,SRX5246540,HiSeq X Ten,Maria_Pilar_Garcia-Guerreiro,wild,2015,295,SPE00156468,4.63239494769043,0.23,0.01,0.07,0.15,0,0.01,0.2,Keep,144,112,37,6469,308,10,298,171,62,227,62,434,55,21,28,142,77,100,77,10,17,50,73,109,145,170,169,145,96,49,24,96,125,166,195,235,273,308,302,265,199,138,103,24,21,33,43,55,44,22,34,49,43,34,32,0.0034667573654015,male
ES_Gim_16_33,ES_Gim,Spain,Gimenells,2016/08/25,41.656416,0.388472,spring,pooled,Europe,DrosEU,40,SRR8494470,SRX5298997,HiSeq X Ten,Pilar_GARCIA_GUERREIRO,wild,2016,238,SPE00156468,4.63239494769043,0.3,0.01,0.07,0.2,0,0.01,0.07,Keep,144,112,37,6469,308,10,298,171,62,227,62,434,55,21,28,142,77,100,77,10,17,50,73,109,145,170,169,145,96,49,24,96,125,166,195,235,273,308,302,265,199,138,103,24,21,33,43,55,44,22,34,49,43,34,32,0.707170140976698,male
ES_Gim_16_34,ES_Gim,Spain,Gimenells,2016/10/21,41.656416,0.388472,fall,pooled,Europe,DrosEU,40,SRR8494472,SRX5298995,HiSeq X Ten,Dorcas_Orengo;_Eva_Puerma,wild,2016,295,SPE00156468,4.63239494769043,0.31,0.02,0.09,0.1,0,0,0.22,Keep,144,112,37,6469,308,10,298,171,62,227,62,434,55,21,28,142,77,100,77,10,17,50,73,109,145,170,169,145,96,49,24,96,125,166,195,235,273,308,302,265,199,138,103,24,21,33,43,55,44,22,34,49,43,34,32,0.00411703481157811,male
ES_Gua_15_32,ES_Gua,Spain,Guadix,2015/09/12,37.3308,-3.173416,fall,pooled,Europe,DrosEU,40,SRR8439164,SRX5246544,HiSeq X Ten,Anna_Ullastres_and_Miriam_Merenciano_(Gonzalez_lab),wild,2015,255,SPE00120089,56.8340538443844,0.27,0.03,0.06,0.07,0.01,0.01,0.09,Keep,143,117,37,6429,323,15,308,96,230,230,67,480,61,7,48,170,31,40,165,15,22,44,63,92,134,166,167,138,95,54,27,107,124,149,176,210,275,323,316,272,206,151,110,54,51,61,58,43,15,7,9,24,47,51,60,0.0304450954352773,male
ES_Pur_16_35,ES_Pur,Spain,Purullena. El Bejarín (Guadix),2016/08/30,37.3377875,-3.1786148,spring,pooled,Europe,DrosEU,40,SRR8494462,SRX5299005,HiSeq X Ten,Vivien_Horvath;_Miriam_Merenciano,wild,2016,243,SPE00120089,56.6092721744309,0.23,0.05,0.06,0.02,0,0.01,0.07,Keep,146,116,37,6411,325,18,307,99,232,233,70,470,60,6,49,167,29,37,162,18,25,48,67,95,137,169,170,142,98,57,30,109,127,152,179,213,277,325,319,274,209,153,113,53,50,60,57,42,15,6,8,23,47,50,59,0.286031569955806,male
ES_Tom_15_28,ES_Tom,Spain,Tomelloso,2015/10/08,39.15805,-3.021,fall,pooled,Europe,DrosEU,40,SRR8439136,SRX5246572,HiSeq X Ten,Roberto_Torres_and_Josefa_Gonzü¾Œ–”¼lez,wild,2015,281,SPE00120035,78.1937178127484,0.2,0.08,0.06,0.06,0,0.01,0.03,Keep,144,123,38,6711,331,10,321,128,235,235,63,416,49,7,38,141,45,45,115,10,17,42,65,96,138,171,166,138,88,47,20,103,126,158,186,222,284,331,321,278,207,147,108,35,38,45,49,47,27,7,11,28,45,42,42,0.00338091675310051,male
ES_Tom_15_29,ES_Tom,Spain,Tomelloso,2015/09/17,39.15805,-3.021,fall,pooled,Europe,DrosEU,40,SRR8439137,SRX5246571,HiSeq X Ten,Roberto_Torres_and_Josefa_Gonzü¾Œ–”¼lez,wild,2015,260,SPE00120035,78.1937178127484,0.33,0.05,0.09,0.03,0,0.01,0.08,Keep,144,123,38,6711,331,10,321,128,235,235,63,416,49,7,38,141,45,45,115,10,17,42,65,96,138,171,166,138,88,47,20,103,126,158,186,222,284,331,321,278,207,147,108,35,38,45,49,47,27,7,11,28,45,42,42,0.0300087519796416,male
ES_Tom_16_36,ES_Tom,Spain,Tomelloso,2016/09/02,39.152529,-3.0616048,fall,pooled,Europe,DrosEU,40,SRR8494461,SRX5299006,HiSeq X Ten,Vivien_Horvath;_Miriam_Merenciano,wild,2016,246,SPE00120035,78.1937178127484,0.15,0.01,0.04,0.04,0,0.01,0,Keep,144,123,38,6744,332,9,323,128,235,235,63,419,50,7,38,142,45,45,117,9,16,42,65,96,138,171,166,138,89,47,20,102,125,158,186,222,284,332,322,278,207,147,108,36,38,45,50,47,27,7,11,28,45,42,43,0.0560972786090045,male
ES_Tom_16_37,ES_Tom,Spain,Tomelloso,2016/10/11,39.152529,-3.0616048,fall,pooled,Europe,DrosEU,40,SRR8494460,SRX5299007,HiSeq X Ten,Josefa_Gonzalez_and_IES_Eladio_Cabaü¾Œ–˜¼ero,wild,2016,285,SPE00120035,78.1937178127484,0.23,0.02,0.07,0.06,0,0.01,0.03,Keep,144,123,38,6744,332,9,323,128,235,235,63,419,50,7,38,142,45,45,117,9,16,42,65,96,138,171,166,138,89,47,20,102,125,158,186,222,284,332,322,278,207,147,108,36,38,45,50,47,27,7,11,28,45,42,43,0.00387660534164068,male
ES_ba_12_fall,ES_ba,Spain,Barcelona,2012/10/15,41.38,2.17,fall,pooled,Europe,DrosRTEC,29,SRR3590548,SRX1801493,Illumina HiSeq 2000,J._Gonzalez,wild,2012,289,SPE00155991,0.480981525216337,0.43,0.06,0.04,0.08,0.08,0.12,0.13,Keep,164,70,32,5064,279,65,214,175,230,231,103,609,92,25,33,223,118,149,123,65,73,90,107,137,174,202,202,183,143,102,76,130,140,160,185,217,253,279,274,251,208,165,137,39,36,45,48,52,42,25,51,73,92,58,48,0.00514182169682168,male
ES_ba_12_spring,ES_ba,Spain,Barcelona,2012/07/13,41.38,2.17,spring,pooled,Europe,DrosRTEC,55,SRR3590549,SRX1801494,Illumina HiSeq 2000,J._Gonzalez,wild,2012,195,SPE00155991,0.480981525216337,0.45,0.07,0.04,0.07,0,0.1,0.09,Keep,164,70,32,5064,279,65,214,175,230,231,103,609,92,25,33,223,118,149,123,65,73,90,107,137,174,202,202,183,143,102,76,130,140,160,185,217,253,279,274,251,208,165,137,39,36,45,48,52,42,25,51,73,92,58,48,0.00531577109211797,male
FI_Aka_14_36,FI_Aka,Finland,Akaa,2014/07/25,61.1,23.52,spring,pooled,Europe,DrosEU,40,SRR5647775,SRX2885333,NextSeq 500,Maaria_Kankare,wild,2014,206,FI000002963,31.8971121245924,0.24,0.05,0.03,0.01,0,0.01,0,Keep,39,81,24,8396,211,-115,326,132,-30,149,-67,595,78,27,33,215,88,208,112,-108,-115,-77,-16,35,88,107,97,57,19,-27,-77,-41,-40,4,69,150,200,211,192,134,76,18,-19,40,27,28,33,38,54,76,78,61,60,55,45,0.00718115133339114,male
FI_Aka_14_37,FI_Aka,Finland,Akaa,2014/08/27,61.1,23.52,spring,pooled,Europe,DrosEU,40,SRR5647774,SRX2885334,NextSeq 500,Maaria_Kankare,wild,2014,239,FI000002963,31.8971121245924,0.27,0.03,0.01,0.01,0,0.01,0.01,Keep,39,81,24,8396,211,-115,326,132,-30,149,-67,595,78,27,33,215,88,208,112,-108,-115,-77,-16,35,88,107,97,57,19,-27,-77,-41,-40,4,69,150,200,211,192,134,76,18,-19,40,27,28,33,38,54,76,78,61,60,55,45,0.00557689469041063,male
FI_Aka_15_34,FI_Aka,Finland,Akaa,2015/10/01,61.1,23.52,fall,pooled,Europe,DrosEU,40,SRR8439162,SRX5246546,HiSeq X Ten,Maaria_Kankare,wild,2015,274,FI000002963,31.8971121245924,0.29,0.07,0.01,0.01,0,0.03,0,Keep,39,81,24,8396,211,-115,326,132,-30,149,-67,595,78,27,33,215,88,208,112,-108,-115,-77,-16,35,88,107,97,57,19,-27,-77,-41,-40,4,69,150,200,211,192,134,76,18,-19,40,27,28,33,38,54,76,78,61,60,55,45,0.00359029399072601,male
FI_Aka_15_35,FI_Aka,Finland,Akaa,2015/07/21,61.1,23.52,spring,pooled,Europe,DrosEU,40,SRR8439161,SRX5246547,HiSeq X Ten,Maaria_Kankare,wild,2015,202,FI000002963,31.8971121245924,0.35,0.06,0,0.01,0,0.01,0.03,Keep,39,81,24,8396,211,-115,326,132,-30,149,-67,595,78,27,33,215,88,208,112,-108,-115,-77,-16,35,88,107,97,57,19,-27,-77,-41,-40,4,69,150,200,211,192,134,76,18,-19,40,27,28,33,38,54,76,78,61,60,55,45,0.00388226017640901,male
FI_Aka_16_5,FI_Aka,Finland,Akaa,2016/07/24,61.1,23.52,spring,pooled,Europe,DrosEU,40,SRR8494445,SRX5299022,HiSeq X Ten,Maaria_Kankare,wild,2016,206,FI000002963,31.8971121245924,0.26,0.07,0.06,0.01,0,0.01,0.01,Keep,39,81,24,8396,211,-115,326,132,-30,149,-67,595,78,27,33,215,88,208,112,-108,-115,-77,-16,35,88,107,97,57,19,-27,-77,-41,-40,4,69,150,200,211,192,134,76,18,-19,40,27,28,33,38,54,76,78,61,60,55,45,0.00381308493815459,male
FI_Aka_16_6,FI_Aka,Finland,Akaa,2016/09/17,61.1,23.52,fall,pooled,Europe,DrosEU,40,SRR8494443,SRX5299024,HiSeq X Ten,Maaria_Kankare,wild,2016,261,FI000002963,31.8971121245924,0.28,0.07,0.02,0.01,0,0.01,0.03,Keep,39,81,24,8396,211,-115,326,132,-30,149,-67,595,78,27,33,215,88,208,112,-108,-115,-77,-16,35,88,107,97,57,19,-27,-77,-41,-40,4,69,150,200,211,192,134,76,18,-19,40,27,28,33,38,54,76,78,61,60,55,45,0.00408688955931053,male
FI_Ves_14_38,FI_Ves,Finland,Vesanto,2014/07/26,62.55,26.24,spring,pooled,Europe,DrosEU,33,SRR5647773,SRX2885335,NextSeq 500,Maaria_Kankare,wild,2014,207,FI000002401,33.3437969033886,0.31,0.01,0,0.01,0,0.02,0.02,Keep,30,76,22,8966,211,-127,338,131,-39,149,-83,621,84,32,31,221,99,214,123,-124,-127,-83,-23,34,92,115,99,53,11,-42,-95,-58,-56,-2,59,140,194,211,185,123,61,1,-37,43,32,33,34,40,56,74,84,63,58,56,48,0.00519656816253425,male
FI_Ves_16_7,FI_Ves,Finland,Vesanto,2016/07/29,62.55,26.24,spring,pooled,Europe,DrosEU,40,SRR8494442,SRX5299025,HiSeq X Ten,Maaria_Kankare,wild,2016,211,FI000002401,33.3437969033886,0.28,0.1,0,0.02,0.01,0.01,0.03,Keep,30,76,22,8966,211,-127,338,131,-39,149,-83,621,84,32,31,221,99,214,123,-124,-127,-83,-23,34,92,115,99,53,11,-42,-95,-58,-56,-2,59,140,194,211,185,123,61,1,-37,43,32,33,34,40,56,74,84,63,58,56,48,0.00392344913942166,male
FL_ho_10_fall,FL_ho,USA,Homestead,2010/12/15,25.5,-80.477,fall,pooled,NorthAmerica,DrosRTEC,48,SRR1525694,SRX661833,Illumina HiSeq 2000,P._Schmidt;_A._Bergland,wild,2010,349,USC00084095,7.34023529230267,0.24,0.02,0.11,0.01,0.04,0.01,0.29,Exclude,236,98,52,3213,321,133,188,272,192,274,192,1548,251,36,60,630,135,614,135,133,138,156,176,200,223,229,231,230,209,174,144,243,249,265,283,299,311,320,321,315,295,270,250,49,50,58,74,169,251,181,198,235,185,62,36,0.0461786115086304,male
FL_ho_10_spring,FL_ho,USA,Homestead,2010/07/15,25.5,-80.477,spring,pooled,NorthAmerica,DrosRTEC,39,SRR1525685,SRX661832,Illumina HiSeq 2000,P._Schmidt;_A._Bergland,5gen_lab,2010,196,USC00084095,7.34023529230267,0.46,0.09,0.1,0.01,0.02,0,0.39,Keep,236,98,52,3213,321,133,188,272,192,274,192,1548,251,36,60,630,135,614,135,133,138,156,176,200,223,229,231,230,209,174,144,243,249,265,283,299,311,320,321,315,295,270,250,49,50,58,74,169,251,181,198,235,185,62,36,0.0054346996012527,male
FR,FR,France,Lyon,2010/7,45.77,4.86,NA,inbred_line,Europe,dgn,87,NA,NA,NA,J._Pool,NA,2010,NA,FR069029001,17.6270552387667,0.03,0.01,0,0.01,0.01,0.01,0.02,Keep,116,95,34,6408,269,-6,275,164,32,198,32,767,81,49,19,228,149,206,149,-6,0,28,55,93,127,149,144,117,74,36,5,57,79,129,163,204,242,269,261,226,165,104,63,49,49,54,57,81,76,56,74,79,75,66,51,NA,female
FR_Got_14_08,FR_Got,France,Gotheron,2014/07/08,44.976813,4.930005,spring,pooled,Europe,DrosEU,40,SRR5647753,SRX2885355,NextSeq 500,Cristina_Vieira,wild,2014,189,FRE00104907,46.6980564773952,0.04,0.01,0.02,0.04,0,0.02,0.01,Exclude,120,101,35,6388,277,-5,282,125,37,202,37,839,90,47,17,252,185,188,185,-5,1,31,55,94,128,149,145,121,78,38,6,65,88,138,168,209,248,277,270,232,172,113,70,58,64,70,61,83,71,47,70,88,90,74,63,0.00489270121013387,male
FR_Got_15_47,FR_Got,France,Gotheron,2015/05/21,44.977,4.93,spring,pooled,Europe,DrosEU,40,SRR8439122,SRX5246586,HiSeq X Ten,Cristina_Vieira,wild,2015,141,FRE00104907,46.6980564773952,0.06,0.01,0,0.04,0,0.01,0.02,Keep,120,101,35,6388,277,-5,282,125,37,202,37,839,90,47,17,252,185,188,185,-5,1,31,55,94,128,149,145,121,78,38,6,65,88,138,168,209,248,277,270,232,172,113,70,58,64,70,61,83,71,47,70,88,90,74,63,0.0338542557254546,male
FR_Got_15_48,FR_Got,France,Gotheron,2015/09/09,44.977,4.93,fall,pooled,Europe,DrosEU,40,SRR8439123,SRX5246585,HiSeq X Ten,Cristina_Vieira,wild,2015,252,FRE00104907,46.6980564773952,0.01,0.01,0.04,0.04,0,0,0.08,Keep,120,101,35,6388,277,-5,282,125,37,202,37,839,90,47,17,252,185,188,185,-5,1,31,55,94,128,149,145,121,78,38,6,65,88,138,168,209,248,277,270,232,172,113,70,58,64,70,61,83,71,47,70,88,90,74,63,0.158113536065153,male
FR_Got_15_49,FR_Got,France,Gotheron,2015/10/13,44.977,4.93,fall,pooled,Europe,DrosEU,40,SRR8439126,SRX5246582,HiSeq X Ten,Cristina_Vieira,wild,2015,286,FRE00104907,46.6980564773952,0.07,0.01,0.03,0.02,0,0,0.09,Keep,120,101,35,6388,277,-5,282,125,37,202,37,839,90,47,17,252,185,188,185,-5,1,31,55,94,128,149,145,121,78,38,6,65,88,138,168,209,248,277,270,232,172,113,70,58,64,70,61,83,71,47,70,88,90,74,63,0.00370334522314404,male
FR_Got_16_8,FR_Got,France,Gotheron,2016/06/13,44.976813,4.930005,spring,pooled,Europe,DrosEU,40,SRR8494447,SRX5299020,HiSeq X Ten,Cristina_Vieira,wild,2016,165,FRE00104907,46.6980564773952,0.11,0.01,0,0.02,0,0.01,0.04,Keep,120,101,35,6388,277,-5,282,125,37,202,37,839,90,47,17,252,185,188,185,-5,1,31,55,94,128,149,145,121,78,38,6,65,88,138,168,209,248,277,270,232,172,113,70,58,64,70,61,83,71,47,70,88,90,74,63,0.00479991229634748,male
FR_Vil_14_05,FR_Vil,France,Viltain,2014/08/18,48.7543324,2.1584108,spring,pooled,Europe,DrosEU,40,SRR5647755,SRX2885353,NextSeq 500,Catherine_Montchamp-Moreau,wild,2014,230,FR000007150,15.1873903165734,0.14,0.05,0.05,0.05,0,0.03,0.03,Exclude,105,81,35,5530,235,4,231,110,68,175,33,656,60,46,8,175,145,162,162,4,6,28,51,82,112,131,130,109,72,38,13,53,65,112,147,183,215,235,230,202,149,94,60,57,48,51,46,60,55,55,52,57,58,60,57,0.00554404960925519,male
FR_Vil_14_07,FR_Vil,France,Viltain,2014/10/27,48.7543324,2.1584108,fall,pooled,Europe,DrosEU,40,SRR5647729,SRX2885379,NextSeq 500,Catherine_Montchamp-Moreau,wild,2014,300,FR000007150,15.1873903165734,0.07,0.01,0.04,0.01,0.02,0.02,0.08,Exclude,105,81,35,5530,235,4,231,110,68,175,33,656,60,46,8,175,145,162,162,4,6,28,51,82,112,131,130,109,72,38,13,53,65,112,147,183,215,235,230,202,149,94,60,57,48,51,46,60,55,55,52,57,58,60,57,0.0636727395451188,male
FR_Vil_15_40,FR_Vil,France,Viltain,2015/08/10,48.754,2.158,spring,pooled,Europe,DrosEU,40,SRR8439165,SRX5246543,HiSeq X Ten,Catherine_Montchamp-Moreau,wild,2015,222,FR000007150,15.1873903165734,0.31,0.06,0.03,0.08,0,0.01,0.08,Keep,105,81,35,5530,235,4,231,110,68,175,33,656,60,46,8,175,145,162,162,4,6,28,51,82,112,131,130,109,72,38,13,53,65,112,147,183,215,235,230,202,149,94,60,57,48,51,46,60,55,55,52,57,58,60,57,0.00406814228459817,male
FR_Vil_15_41,FR_Vil,France,Viltain,2015/10/14,48.754,2.158,fall,pooled,Europe,DrosEU,40,SRR8439120,SRX5246588,HiSeq X Ten,Catherine_Montchamp-Moreau,wild,2015,287,FR000007150,15.1873903165734,0.19,0.04,0.1,0.04,0,0.05,0.04,Keep,105,81,35,5530,235,4,231,110,68,175,33,656,60,46,8,175,145,162,162,4,6,28,51,82,112,131,130,109,72,38,13,53,65,112,147,183,215,235,230,202,149,94,60,57,48,51,46,60,55,55,52,57,58,60,57,0.00353472267186005,male
FR_Vil_16_9,FR_Vil,France,Viltain,2016/08/12,48.7543324,2.1584108,spring,pooled,Europe,DrosEU,40,SRR8494435,SRX5299032,HiSeq X Ten,Catherine_Montchamp-Moreau,wild,2016,225,FR000007150,15.1873903165734,0.24,0.03,0.08,0.04,0.01,0.04,0.17,Keep,105,81,35,5530,235,4,231,110,68,175,33,656,60,46,8,175,145,162,162,4,6,28,51,82,112,131,130,109,72,38,13,53,65,112,147,183,215,235,230,202,149,94,60,57,48,51,46,60,55,55,52,57,58,60,57,0.00359044488672841,male
GA,GA,Gabon,Franceville,2002/3,-1.65,13.6,NA,haploid_embryo,Africa,dgn,9,NA,NA,NA,B._Ballard;S._Charlat,NA,2002,NA,GBM00064570,22.3338769175648,0.56,0.02,0,0.01,0.11,0,0.32,Keep,249,89,75,849,308,190,118,252,235,257,235,1810,253,8,58,697,44,627,44,208,207,208,211,212,197,190,196,206,209,208,207,297,301,307,308,299,278,272,281,295,299,298,294,159,185,231,203,193,22,8,14,98,253,248,196,NA,female
GA_at_14_fall,GA_at,USA,Athens,2014/10/15,33.95,-83.36,fall,pooled,NorthAmerica,DrosRTEC,99,SRR3939056,SRX1968285,Illumina HiSeq 4000,K_.Dyer,wild,2014,288,USW00013873,3.01168023516493,0.42,0.05,0.02,0.01,0.24,0.15,0.01,Keep,163,128,39,7265,324,-1,325,82,168,255,67,1248,136,84,15,376,261,303,340,-1,11,49,90,138,181,202,197,165,97,49,13,114,140,185,234,274,309,324,317,285,233,181,130,125,115,136,103,105,93,116,94,87,84,90,100,0.00416364489042664,male
GA_at_14_spring,GA_at,USA,Athens,2014/06/15,33.95,-83.36,spring,pooled,NorthAmerica,DrosRTEC,44,SRR3939057,SRX1968286,Illumina HiSeq 4000,K_.Dyer,wild,2014,166,USW00013873,3.01168023516493,0.43,0.01,0.01,0.01,0.11,0.04,0.05,Keep,163,128,39,7265,324,-1,325,82,168,255,67,1248,136,84,15,376,261,303,340,-1,11,49,90,138,181,202,197,165,97,49,13,114,140,185,234,274,309,324,317,285,233,181,130,125,115,136,103,105,93,116,94,87,84,90,100,0.00363630807988066,male
GA_ha_08_spring,GA_ha,USA,Hahia,2008/07/15,30.99,-83.37,spring,pooled,NorthAmerica,DrosRTEC,51,SRR1525695,SRX661834,Illumina HiSeq 2000,P._Schmidt,5gen_lab,2008,197,USR0000GCOO,14.3396334629694,0.28,0.11,0.07,0.01,0.04,0.02,0.27,Keep,193,126,43,6122,330,42,288,269,153,269,113,1240,154,56,27,419,197,419,291,42,57,88,124,166,202,215,214,193,133,82,51,167,186,221,261,299,324,330,330,307,263,217,178,100,114,122,90,97,122,154,143,101,56,64,77,0.00506706669887702,male
